Row Number,Number of Rooms,Size (m²),Floor,Price,District,Address,Date,Latitude,Longitude,Link
12700,2.0,60.0,1,41 000 000 〒,Есильский р-н," Туран 67 — 77, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006765060
12701,2.0,60.0,1,41 000 000 〒,Есильский р-н," Туран 67 — 77, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006765060
12702,4.0,99.0,6,65 000 000 〒,Есильский р-н," Аккум 20 — Бокейхана -Орынбор, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004981322
12703,3.0,81.0,9,55 000 000 〒,Есильский р-н," Улы Дала 55/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/692769970
12704,2.0,72.0,7,30 000 000 〒,Есильский р-н," Коргалжынскоешоссе 27, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697122235
12705,2.0,64.0,8,27 000 000 〒,Алматы р-н," Жургенова 19 — Байтурсынова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001821504
12706,3.0,93.0,9,65 000 000 〒,Есильский р-н," мкр Комсомольский, Е 489 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/678226410
12707,1.0,36.68,8,23 000 000 〒,Нура р-н," Е-15 16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006966047
12708,2.0,54.0,7,44 500 000 〒,Есильский р-н," Туран 54 — Бухар Жырау, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000963917
12709,3.0,67.0,1,24 000 000 〒,Есильский р-н," Умбетей жырау — Узак батыр, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760811144
12710,3.0,57.6,1,30 000 000 〒,Сарыарка р-н," проспект Богенбай батыра 50 — Ауэзова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/687168054
12711,2.0,48.2,4,48 000 000 〒,Алматы р-н," Нажимеденова 4/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000188417
12712,2.0,55.0,5,28 500 000 〒,Алматы р-н," Кошкарбаева 60, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000440082
12713,3.0,96.0,4,51 500 000 〒,Сарыарка р-н," Абая 18 — Сарыарка, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697106098
12714,2.0,42.0,8,35 000 000 〒,Нура р-н," Сыганак 28, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006764796
12715,3.0,70.6,6,37 000 000 〒,Алматы р-н," Бауыржана Момышулы 15/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004678107
12716,4.0,130.0,7,100 000 000 〒,Есильский р-н," Туран 40/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000494018
12717,1.0,38.7,14,25 500 000 〒,Есильский р-н," Мәңгілік Ел 19, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001698122
12718,2.0,50.7,1,17 000 000 〒,Сарыарка р-н," ул. Ауэзова 52а, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/683750845
12719,2.0,45.0,4,18 000 000 〒,Сарыарка р-н," Потанина — Пр. Победы, Аграрный университет, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005712412
12720,2.0,57.0,1,31 000 000 〒,Сарайшык р-н," Нажимеденов 30/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005856409
12721,2.0,63.0,13,60 000 000 〒,Есильский р-н," Бухар Жырау 33, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006965923
12722,3.0,74.59,8,24 900 000 〒,Нура р-н," Туран 89, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001587906
12723,3.0,98.93,12,41 000 000 〒,Нура р-н," Ш. Айтматова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001587700
12724,2.0,45.0,7,33 000 000 〒,Нура р-н," Мухамедханов 12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006965871
12725,2.0,46.36,4,25 000 000 〒,Алматы р-н," Масаты 36 — Кошкарбаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002541536
12726,3.0,57.0,3,24 500 000 〒,Сарыарка р-н," Сейфуллина 12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002205330
12727,2.0,59.0,6,71 000 000 〒,Есильский р-н," Сарайшык 8 — Кунаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004677183
12728,2.0,80.0,5,62 000 000 〒,Есильский р-н," Керей и Жанибек хандар 42, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006156803
12729,1.0,37.0,2,15 200 000 〒,Сарыарка р-н," Сулуколь 14/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006965750
12730,1.0,44.0,5,25 000 000 〒,Сарыарка р-н," Кенесары 9 — Сарыарка, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699195524
12731,3.0,60.0,3,35 000 000 〒,Алматы р-н," А 91 16 — Binom Байтұрсынұлы,57мектеп,Нұрлы жол вокзалы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002352304
12732,2.0,41.0,5,17 000 000 〒,Сарыарка р-н," Республика 77 — БЦ Маржан, Магазин Акку, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004677703
12733,2.0,46.7,8,29 500 000 〒,Сарайшык р-н," Сагадат Нурмагамбетов 17 — Нажмединова Нурмагамбетова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005711760
12734,3.0,76.8,8,38 000 000 〒,Алматы р-н," Рыскулбекова 16/1-3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006764640
12735,1.0,20.0,2,12 500 000 〒,Алматы р-н," Калдаяков 26, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004262750
12736,1.0,43.0,8,18 000 000 〒,Алматы р-н," Байтурсынова — А-62, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006764460
12737,1.0,19.0,1,14 000 000 〒,Сарыарка р-н," Торайгырова 4 — Сейфулина - Республика, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697732243
12738,4.0,129.64,9,62 000 000 〒,Алматы р-н," Байтурсынова 30 — А426, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004859548
12739,2.0,56.0,8,35 500 000 〒,Нура р-н," Бектурова 4В — проспект Туран-Керей Жанибек хандар, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/676190782
12740,3.0,86.6,8,31 200 000 〒,Алматы р-н," Кошкарбаева 20 — Жанибекова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003803083
12741,2.0,60.0,4,37 000 000 〒,Сарыарка р-н," Кумисбекова — Джангильдина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/679220949
12742,4.0,127.0,15,100 000 000 〒,Нура р-н," Туран 39, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006433082
12743,1.0,15.0,2,8 000 000 〒,Алматы р-н," Сатпаева 19 — Майлина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004045642
12744,3.0,88.0,4,39 900 000 〒,Есильский р-н," Е-779 32, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699046068
12745,2.0,77.0,8,45 000 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 29Б, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003611772
12746,1.0,37.7,8,17 700 000 〒,Алматы р-н," Рыскулбекова 31/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006368590
12747,3.0,74.0,9,35 000 000 〒,Есильский р-н," Сарайшык 5/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003207565
12748,1.0,37.51,20,30 000 000 〒,Есильский р-н," Туран 57/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006368530
12749,1.0,30.3,4,9 000 000 〒,Сарыарка р-н," Асемконыр 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/681439583
12750,4.0,110.0,8,80 000 000 〒,Есильский р-н," Кабанбай батыра 60, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004562041
12751,3.0,90.0,8,50 000 000 〒,Алматы р-н," Тауелсиздик 21/9, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006576006
12752,2.0,67.0,4,39 500 000 〒,Есильский р-н," Толе би 51 — Сығанақ - Төле би, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761126213
12753,3.0,90.2,8,60 000 000 〒,Есильский р-н," Жошы хан 6 — Бухар жырау, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006763849
12754,2.0,71.0,8,27 500 000 〒,Нура р-н," Айтматова — Молдагалиева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006764207
12755,2.0,47.0,3,22 000 000 〒,Сарыарка р-н," Женис 20, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699114215
12756,2.0,78.0,5,40 000 000 〒,Алматы р-н," Момышулы 2в, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761203657
12757,2.0,75.0,10,37 000 000 〒,Сарыарка р-н," Сарыарка 11 — кенесары, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/695611022
12758,2.0,45.0,3,20 000 000 〒,Сарыарка р-н," Женис 20 — Угол Сейфулина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006965136
12759,1.0,20.0,4,12 500 000 〒,Сарайшык р-н," Е-810 2/21 — Мост Улы дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000262278
12760,3.0,128.6,7,59 000 000 〒,Есильский р-н," Алихана Бокейхана 6, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001820799
12761,3.0,94.9,11,57 000 000 〒,Нура р-н," Айтматова 20 — Мухамедханова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006965098
12762,2.0,46.0,5,29 400 000 〒,Сарайшык р-н," Калибек Куанышбаев, 9/1, 9/2, 9/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003762492
12763,3.0,60.0,4,24 500 000 〒,Сарыарка р-н," Алии Молдагуловой 20, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/695635813
12764,1.0,20.0,4,12 000 000 〒,Алматы р-н," Манаса 20/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760033941
12765,3.0,136.0,5,61 500 000 〒,Есильский р-н," Алихан Бокейхан 2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004322259
12766,2.0,58.0,11,35 500 000 〒,Алматы р-н," Нажмиденова 15 — Улы Дала, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003177965
12767,2.0,52.0,1,36 000 000 〒,Нура р-н," Туран — Туран-Орынбор, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/685514320
12768,3.0,71.8,1,37 500 000 〒,Алматы р-н," Кенен Азербаев 4 — Параллельно улица Р.Кошкарбаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005759321
12769,3.0,105.0,8,89 000 000 〒,Есильский р-н," Туран 52/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003801999
12770,1.0,36.0,1,18 000 000 〒,Сарыарка р-н," Ермек Серкебаева — Косшыгулулы, Ч. Айтматова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005526215
12771,4.0,116.0,4,71 000 000 〒,Есильский р-н," Әнетбаба 9/1В, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697311137
12772,1.0,36.0,3,12 800 000 〒,Есильский р-н," Жанадария 126, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006575074
12773,3.0,87.6,3,65 000 000 〒,Нура р-н," култегин 14 — алея гринлайн, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006964789
12774,2.0,86.5,5,40 000 000 〒,Сарайшык р-н," Ахмет Байтурсынова — Дом расположен напротив мечети Хазрет Султана, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006222418
12775,2.0,36.5,3,20 500 000 〒,Сарыарка р-н," Караменде би Шакаулы 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005072633
12776,2.0,42.0,2,20 000 000 〒,Алматы р-н," Ш.Калдаякова — С.Нурмагамбетова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004533112
12777,3.0,75.09,8,52 000 000 〒,Нура р-н," Туран 55/16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005310148
12778,2.0,64.35,3,32 000 000 〒,Сарыарка р-н," Улица Ермек Серкебаев, 49 12-1 — C189 ул - 12-1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006763766
12779,1.0,38.3,2,18 000 000 〒,Сарыарка р-н," Сулуколь 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002987155
