Row Number,Number of Rooms,Size (m²),Floor,Price,District,Address,Date,Latitude,Longitude,Link
8806,3.0,80.0,4,39 000 000 〒,Нура р-н," Е-489 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006042603
8807,3.0,63.0,1,23 500 000 〒,Нура р-н," мкр Уркер, Укили Ыбырай 13 — Магазин Жанайым, Роза, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001099345
8808,1.0,13.0,5,10 000 000 〒,р-н Байконур," Адольфа Янушкевича 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006603815
8809,4.0,80.0,6,40 000 000 〒,Алматы р-н," улица Жумабаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006602576
8810,3.0,72.6,1,29 000 000 〒,Алматы р-н," Кудайбердыулы 25/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006603148
8811,3.0,93.0,2,58 000 000 〒,Алматы р-н," Ш.Калдаякова 41 — А30, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002320562
8812,3.0,70.0,4,60 500 000 〒,Есильский р-н," Туран 52/2, 52/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004424282
8813,1.0,31.0,5,17 000 000 〒,Алматы р-н," А.Пушкина 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006600836
8814,3.0,93.0,3,35 000 000 〒,Е15 9/2,"Е15 9/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004692129
8815,3.0,88.8,3,40 000 000 〒,Сарыарка р-н," Куляш Байсеитовой 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006409480
8816,2.0,49.0,13,39 000 000 〒,Алматы р-н," Нажимеденова 4/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005406699
8817,1.0,32.2,6,23 000 000 〒,Бухар жырау 23 — Бөкейханова,"Бухар жырау 23 — Бөкейханова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761804954
8818,2.0,75.1,6,70 500 000 〒,Сарайшык р-н," Аманжолова 22А, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006639205
8819,5.0,210.0,5,195 000 000 〒,Есильский р-н," Е-314 12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006604280
8820,1.0,38.78,9,20 600 000 〒,Нура р-н," Жубан Молдагалиев 6г, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006364064
8821,2.0,63.0,4,33 000 000 〒,Нура р-н," Е-429 14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006577080
8822,2.0,53.0,7,34 999 999 〒,Есильский р-н," Е 509 11, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006191455
8823,4.0,140.0,8,145 000 000 〒,Есильский р-н," Е-899 1/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006804303
8824,1.0,46.6,4,20 500 000 〒,Сарайшык р-н," Кенен Азербаева — Ул.М Жумабаева., Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006512409
8825,2.0,45.0,8,32 400 000 〒,Нура р-н," Култегин 4 — Сыганак туран, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006678827
8826,2.0,49.0,4,24 000 000 〒,Алматы р-н," Петрова — Орбита, евразия, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003536561
8827,3.0,75.0,10,70 000 000 〒,Есильский р-н," Рыскулова 16/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003676316
8828,3.0,78.0,10,52 000 000 〒,Нура р-н," Култегин 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006628583
8829,3.0,80.0,4,43 900 000 〒,Есильский р-н," Сауран 4 — Достық-Сауран, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003680880
8830,4.0,164.9,4,93 000 000 〒,Сарайшык р-н," Шамши Калдаяков 1 — Нажимеденова Калдаякова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005623909
8831,3.0,89.1,3,54 000 000 〒,Есильский р-н," Сыганак 64 — Сыганак и Туркестан, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005906751
8832,3.0,110.6,11,57 000 000 〒,Алматы р-н," Байтурсынова 23, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003928991
8833,1.0,44.0,5,21 500 000 〒,Есильский р-н," Е-767 11, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006632612
8834,2.0,54.0,10,45 500 000 〒,Есильский р-н," Туран 52/5, 52/6, 52/7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006397302
8835,2.0,71.0,6,46 000 000 〒,Есильский р-н," Акмешит 5 — Ул.Алматы и Акмешит, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002873387
8836,3.0,136.6,7,72 000 000 〒,Есильский р-н," Керей, Жәнібек хандар 28 — Мангелик Ел Керей Жанибек хандар, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006649404
8837,2.0,66.0,6,33 000 000 〒,Сарайшык р-н," А91 17, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006109393
8838,2.0,49.0,10,35 000 000 〒,Нура р-н," Улы Дала 31, 31/1, 33, 33/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006519470
8839,3.0,76.21,2,37 500 000 〒,Сарайшык р-н," Ахмет Байтурсынулы 16/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006824713
8840,3.0,120.0,16,108 000 000 〒,Есильский р-н," Наркескен 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/679602294
8841,3.0,97.0,6,64 444 444 〒,Нура р-н," Кабанбай батыра 45/3 — Кабанбай батыр пересечение Орынбор, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006376245
8842,2.0,78.0,3,35 900 000 〒,Есильский р-н," Кабанбай батыра 42 — Алматы - Кабанбай, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004072126
8843,3.0,97.0,4,65 000 000 〒,Есильский р-н," Алихан Бокейхан 7 — Параллельно к проспекту Мангилик Ел, пересечение ул. Орынбор, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001319694
8844,3.0,93.0,4,43 500 000 〒,Есильский р-н," Айтматова 29а — Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002172999
8845,1.0,40.0,9,22 500 000 〒,Нура р-н," Улица Е-429, 26 2 — ул Сыганак Айтматова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006824085
8846,2.0,51.6,11,26 000 000 〒,Сарыарка р-н," Карталинская 18/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/761417455
8847,1.0,46.0,16,25 500 000 〒,Есильский р-н," Туркестан 10 — Ботанический сад, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002714485
8848,3.0,113.1,2,77 500 000 〒,Есильский р-н," Мәңгілік Ел 33/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004399634
8849,2.0,54.9,5,42 000 000 〒,Есильский р-н," ул. Жошы хан, 12/3 12/3 — Sfera park, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006248555
8850,3.0,79.0,3,35 000 000 〒,Алматы р-н," Армандастар 2/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006004688
8851,2.0,80.0,5,36 500 000 〒,Алматы р-н," Отырар 2/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004836426
8852,3.0,98.12,1,53 000 000 〒,Сарайшык р-н," Калдаякова 14 — Аманжолова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003075639
8853,3.0,108.24,19,111 500 000 〒,Есильский р-н," Турар Рыскулов 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005312520
8854,2.0,63.0,2,32 200 000 〒,Алматы р-н," Кюйши Дины 25/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006131309
8855,2.0,53.0,1,35 000 000 〒,Нура р-н," Казыбек би 11/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004260378
8856,3.0,95.0,3,55 000 000 〒,Есильский р-н," Сарайшык 34 — Кунаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006813982
8857,2.0,75.0,7,32 000 000 〒,Алматы р-н," Момышулы 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006820710
8858,3.0,63.0,1,35 500 000 〒,Алматы р-н," Кажымукан 6/1 — Петрова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001401076
8859,2.0,60.0,7,43 000 000 〒,Есильский р-н," Жошы хан 6 — Бухар жырау, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006462369
8860,1.0,40.0,,29 500 000 〒,Алматы р-н," Ахмет Байтурсынулы 6, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006109441
8861,2.0,80.0,5,57 000 000 〒,Есильский р-н," ул. Бухар жырау 34/2 — Богенбая, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003575093
8862,3.0,107.0,8,75 000 000 〒,Есильский р-н," Алихана Бокейханова 11, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006321164
8863,4.0,122.0,5,55 000 000 〒,Сарыарка р-н," Отырар 10, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005998542
8864,3.0,103.0,6,110 000 000 〒,Есильский р-н," Турар Рыскулов 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004954262
8865,1.0,38.0,8,19 900 000 〒,Алматы р-н," Б. Момышулы 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006783915
8866,1.0,40.0,7,25 000 000 〒,Есильский р-н," Алматы 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006815451
8867,2.0,71.79,4,67 500 000 〒,Есильский р-н," Турар Рыскулов 9, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006438799
8868,2.0,68.0,4,33 500 000 〒,Алматы р-н," Кошкарбаева 56 — Жумабаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005607635
8869,2.0,66.0,10,40 000 000 〒,Алматы р-н," Каршыга Ахмедьярова 2 — Улы Дала-Нажмиденова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760624156
8870,2.0,46.5,10,26 500 000 〒,Есильский р-н," Туран 60, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003697971
8871,4.0,130.0,17,39 500 000 〒,Алматы р-н," Бауыржан  Момышулы 13/3 — Тауелсиздик Момышулы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004466196
8872,2.0,56.7,5,24 500 000 〒,Алматы р-н," Рыскулбекова 16/1-3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005949722
8873,1.0,26.0,12,14 500 000 〒,Сарыарка р-н," Н. Тлендиева 52, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006565239
8874,3.0,59.0,11,56 000 000 〒,Нура р-н," Туран 55/12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006739028
8875,1.0,36.0,3,15 000 000 〒,Есильский р-н," Аккемер 14/1 — Е669, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006030391
8876,2.0,67.0,19,48 000 000 〒,Есильский р-н," Бухар жырау 20Б, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006810346
8877,2.0,53.0,16,29 000 000 〒,Алматы р-н," Кошкарбаева 32 — Хәзірет сұлтан мешіті, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003534250
8878,2.0,54.9,8,27 000 000 〒,Сарыарка р-н," косшыгулулы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006810024
8879,2.0,50.0,7,30 000 000 〒,Сарыарка р-н," Бозбиiк 1/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006580819
8880,3.0,70.0,4,44 000 000 〒,Есильский р-н," Маймекен 6/1 — Хусейн бен Талал, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006516277
8881,3.0,100.0,10,48 000 000 〒,р-н Байконур," Отырар 4/2 — Рядом 7 континент, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/695202820
8882,3.0,78.04,2,55 000 000 〒,Нура р-н," Е 796 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005325269
8883,1.0,36.0,16,23 500 000 〒,Есильский р-н," Бектурова 4/1 — Анвар Туран Сыганак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/697623666
8884,3.0,130.0,2,145 000 000 〒,Сарайшык р-н," Касым Аманжолов 20, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000941849
8885,5.0,195.0,5,264 000 000 〒,Есильский р-н," Арай, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006805224
8886,2.0,54.0,7,49 000 000 〒,Есильский р-н," Достык 8/4 — ТРЦ Керуен, Forte Bank, Мечеть, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001936265
8887,2.0,72.5,9,32 000 000 〒,Алматы р-н," Нажимеденов 44А, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004297963
8888,2.0,48.0,6,39 000 000 〒,Есильский р-н," Александр Сызганов 1/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006804307
8889,3.0,69.9,5,29 990 000 〒,Алматы р-н," Куйши Дина 4/1 — Район Евразии, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005656179
8890,2.0,45.8,7,18 500 000 〒,Нура р-н," Е535 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699252823
8891,2.0,90.0,17,43 500 000 〒,Алматы р-н," Калдаякова — Тауельсиздык- Калдаякова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004650819
8892,1.0,34.52,1,20 500 000 〒,Нура р-н," Улы Дала 14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006110374
8893,3.0,120.1,7,52 844 000 〒,Нура р-н," Толе би 53, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005194658
8894,1.0,39.1,5,16 000 000 〒,Сарыарка р-н," Сокпакбаева 14/4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006356942
8895,1.0,38.9,10,31 250 000 〒,Есильский р-н," мкр Комсомольский, Бухар жырау, 31, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006799359
8896,2.0,43.5,11,34 000 000 〒,Есильский р-н," Бухар Жырау 27, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006211765
8897,2.0,64.0,5,28 000 000 〒,р-н Байконур," Малика Габдуллина 9/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000875678
8898,1.0,34.0,5,16 600 000 〒,Алматы р-н," ул. Айнаколь 64, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005837779
8899,3.0,95.0,8,75 000 000 〒,Алматы р-н," 9, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1002446724
8900,4.0,160.0,19,190 000 000 〒,Алматы р-н," Нажимеденова 2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/699566173
8901,1.0,33.9,2,18 000 000 〒,Алматы р-н," Манаса 20, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006706034
8902,2.0,51.0,2,34 500 000 〒,Алматы р-н," К. Сатпаева 24 — Ресторан Туран, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/692942531
8903,4.0,109.0,7,79 000 000 〒,Есильский р-н," Кабанбай батыра 60а/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000650111
8904,4.0,116.0,5,99 000 000 〒,Есильский р-н," Кабанбай батыра 60а/14, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1000649924
8905,2.0,47.0,11,41 500 000 〒,Нура р-н," Туран 55/5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004266576
8906,1.0,33.0,2,23 000 000 〒,Есильский р-н," Сауран 12/1 — Сауран -Алматы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006794010
8907,2.0,48.0,5,23 500 000 〒,Республика 21 — Кенесары батыра,"Республика 21 — Кенесары батыра, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006605910
8908,4.0,115.0,14,77 000 000 〒,Нура р-н," Туран 57д, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006792869
8909,2.0,68.0,6,35 000 000 〒,Сарыарка р-н," Кубрина 20/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006577222
8910,3.0,78.12,4,49 500 000 〒,Сарыарка р-н," Кенесары 6, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/669494996
8911,1.0,54.0,2,33 000 000 〒,р-н Байконур," Абая 63 — Между Жаннуром и Магнумом, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/686413292
8912,2.0,59.0,3,34 900 000 〒,Есильский р-н," Алматы 19/2 — Пересечение ул.Алматы, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/689831021
8913,3.0,80.0,1,37 700 000 〒,Алматы р-н," Нажимеденова 39, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006706098
8914,3.0,74.0,18,30 000 000 〒,Алматы р-н," Б.Момышулы 17/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006661046
8915,1.0,35.5,2,22 400 000 〒,Алматы р-н," Тауелсиздик 25/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006354268
8916,3.0,118.0,10,50 000 000 〒,Сарыарка р-н," Тараса Шевченко 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004498444
8917,4.0,222.0,4,91 000 000 〒,Нура р-н," Айтеке би 16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005561003
8918,1.0,33.5,1,26 000 000 〒,Нура р-н," Е15 13, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006353296
8919,2.0,57.86,12,23 950 000 〒,Нура р-н," Чингиз Айтматов 65, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006195053
8920,2.0,45.5,15,42 800 000 〒,Нура р-н," Сыганак — Хан Шатыр - Green Mall, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006558218
8921,2.0,82.0,5,39 000 000 〒,Алматы р-н," Мукан Тулебаев 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007018502
8922,3.0,80.0,3,37 000 000 〒,Алматы р-н," Кенен Азербаев 6/1 — Жумабаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006985473
8923,3.0,88.0,8,79 000 000 〒,Есильский р-н," Гейдар алиева 1 — Напротив ГорСуда, Ботанический парк, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/695602327
8924,1.0,45.6,4,24 500 000 〒,Сарыарка р-н," Косшыгулулы 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007006341
8925,1.0,39.3,5,29 500 000 〒,Есильский р-н," Бухар Жырау 33/1 — Пересечение улиц Керек Жанибек хандар и #38, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006915080
8926,3.0,108.5,2,58 900 000 〒,Алматы р-н," пр. Тауелсыздык 39, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007022689
8927,3.0,80.0,3,32 000 000 〒,Нура р-н," Укили Ыбырай 15, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006927408
8928,3.0,115.0,6,45 000 000 〒,Нура р-н," Чингиза Айтматова 36, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006846038
8929,4.0,101.1,11,55 900 000 〒,Алматы р-н," Ракымжан Кошкарбаев 37, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006378321
8930,1.0,31.75,5,12 500 000 〒,Сарайшык р-н," А102 3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005843925
8931,1.0,18.4,2,5 800 000 〒,р-н Байконур," Шонанулы 41, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006719561
8932,3.0,60.0,12,39 000 000 〒,Есильский р-н," Абикен Бектуров 7 — Сагынак, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006074610
8933,1.0,38.36,2,27 000 000 〒,Нура р-н," Роза Багланова 2 — Орынбор Туран, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007024995
8934,3.0,75.0,3,38 000 000 〒,Есильский р-н," Е 652 улица — Кабанбай батыра - Мангилик ел, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/682042256
8935,3.0,59.0,11,56 000 000 〒,Нура р-н," Туран 55/12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006937495
8936,1.0,38.0,2,35 000 000 〒,Есильский р-н," Туран 40/1 — Туран - Орынбор, Туран - Керей Жанибек, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006870660
8937,3.0,120.0,7,135 000 000 〒,Есильский р-н," Наркескен 1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005317956
8938,2.0,60.0,8,35 700 000 〒,Сарыарка р-н," Бердибек Сокпакбаева — Пересечение Кумисбекова-Жангельдина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/760655431
8939,2.0,63.2,4,60 000 000 〒,Есильский р-н," Бокейхана 16/1 — Орынбор и Бокейхана, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007001762
8940,1.0,36.0,2,19 200 000 〒,Нура р-н," Мухамедханова 28а, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1001082762
8941,2.0,43.0,1,20 500 000 〒,Алматы р-н," Сатпаева 9/1, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007009637
8942,3.0,99.0,8,59 000 000 〒,Алматы р-н," Момышулы 2А, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007010924
8943,2.0,48.6,6,25 000 000 〒,Сарыарка р-н," Сарыарка 31/2 — Возле школы-лицей #60, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006409953
8944,2.0,42.2,2,14 500 000 〒,Лесной поляна 4,"Лесной поляна 4, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005971011
8945,1.0,36.4,5,23 000 000 〒,Есильский р-н," Е495 8, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006880698
8946,1.0,38.6,8,24 500 000 〒,Нура р-н," Е-36 6 — Школа BINOM - ХАН ШАТЫР, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007012185
8947,2.0,36.0,5,15 000 000 〒,Сарыарка р-н," Бердибек Сокпакпаева 14/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007015657
8948,3.0,59.0,11,56 000 000 〒,Нура р-н," Туран 55/12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006937495
8949,1.0,38.0,2,35 000 000 〒,Есильский р-н," Туран 40/1 — Туран - Орынбор, Туран - Керей Жанибек, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006870660
8950,3.0,80.0,1,37 700 000 〒,Алматы р-н," Нажимеденова 39, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006706098
8951,3.0,74.0,18,30 000 000 〒,Алматы р-н," Б.Момышулы 17/2, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006661046
8952,3.0,88.0,8,79 000 000 〒,Есильский р-н," Гейдар алиева 1 — Напротив ГорСуда, Ботанический парк, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/695602327
8953,2.0,45.5,15,42 800 000 〒,Нура р-н," Сыганак — Хан Шатыр - Green Mall, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006558218
8954,2.0,82.0,5,39 000 000 〒,Алматы р-н," Мукан Тулебаев 5, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007018502
8955,3.0,80.0,3,37 000 000 〒,Алматы р-н," Кенен Азербаев 6/1 — Жумабаева, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006985473
8956,3.0,80.0,3,32 000 000 〒,Нура р-н," Укили Ыбырай 15, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006927408
8957,3.0,115.0,6,45 000 000 〒,Нура р-н," Чингиза Айтматова 36, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006846038
8958,2.0,52.0,3,22 500 000 〒,Сарыарка р-н," Ыкылас Дукенулы — Павлова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007009294
8959,1.0,39.3,5,29 500 000 〒,Есильский р-н," Бухар Жырау 33/1 — Пересечение улиц Керек Жанибек хандар и #38, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006915080
8960,1.0,45.6,4,24 500 000 〒,Сарыарка р-н," Косшыгулулы 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007006341
8961,1.0,39.1,8,25 000 000 〒,Есильский р-н," Кургалжинское шоссе 20Б, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007011426
8962,3.0,59.0,11,56 000 000 〒,Нура р-н," Туран 55/12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006937495
8963,1.0,38.0,2,35 000 000 〒,Есильский р-н," Туран 40/1 — Туран - Орынбор, Туран - Керей Жанибек, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006870660
8964,2.0,36.0,5,15 000 000 〒,Сарыарка р-н," Бердибек Сокпакпаева 14/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1007015657
8965,2.0,63.0,4,50 000 000 〒,Есильский р-н," Мангелик ел 68, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006801610
8966,2.0,69.58,10,36 500 000 〒,Нура р-н," Е-15 16, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006992838
8967,2.0,56.0,8,36 000 000 〒,Есильский р-н," Е 652 20 — Family village, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006613586
8968,3.0,70.0,7,43 500 000 〒,Сарыарка р-н," Шаймерден Косшыгулулы 6 — Сейфуллина, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006887227
8969,2.0,38.1,2,36 500 000 〒,Есильский р-н," Керей, Жанибек хандар — Сфера парк, Жошы хан/Керей Жанибек, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006786061
8970,3.0,89.0,9,38 700 000 〒,р-н Байконур," Иманбвева 8/3, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1003605964
8971,1.0,36.0,5,21 300 000 〒,Алматы р-н," Аманжол Болекпаев 19 — Школа #86, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006962700
8972,2.0,66.95,9,27 500 000 〒,Сарыарка р-н," Б.Сокпакбаева 8 — Сарыарка, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005452797
8973,1.0,49.3,5,25 400 000 〒,Есильский р-н," Акмешит 11, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006251111
8974,2.0,63.2,12,35 500 000 〒,Алматы р-н," Байтурсынова 31 — Сагадат Нурмагамбетова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006973444
8975,1.0,42.0,16,33 000 000 〒,Есильский р-н," Сауран 15/3 — Сауран/ Орынбор, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1004647765
8976,2.0,70.0,2,21 700 000 〒,Есильский р-н," Акжан 12, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006995952
8977,2.0,46.36,6,18 500 000 〒,Алматы р-н," Масаты — Жанибекова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1005344029
8978,1.0,34.6,9,22 500 000 〒,Есильский р-н," Алихан Бокейхан 7, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006722611
8979,1.0,49.0,9,24 000 000 〒,Алматы р-н," 23-15 — Аманжолова, Астана, Казахстан",N/A,,,https://krisha.kz/a/show/1006994514
